series,c1,c2,T,split,name1,name2,fp_unifac_do,fp_cosmosac2010,fp_cosmosac_dsp,fp_Z0,fp_Z1,fp_Z0e,fp_Z0s,fp_Z0x,fp_hanna
j.fluid.2012.01.007.xml#3#T#313.2,AMQJEAYHLZJPGS-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,313.15,test_one,1-pentanol,toluene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7007523.xml#4#T#313.2,IMNFDUFMRHMDMM-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,313.15,test_one,heptane,dibutyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7005488.xml#1#T#313.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,313.15,test_one,cyclohexane,tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.11.026.xml#3#T#313.2,YXFVVABEGXRONW-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,313.15,test_one,toluene,dibutyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2006.10.024.xml#10#T#313.2,WYURNTSHIVDZCO-UHFFFAOYSA-N,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,313.15,test_one,tetrahydrofuran,1-chloropentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.11.026.xml#4#T#313.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,313.15,test_one,cyclohexane,dibutyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.11.014.xml#3#T#313.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,313.15,train,1-propanol,isopropyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7007523.xml#5#T#313.2,DURPTKYDGMDSBL-UHFFFAOYSA-N,LIKMAJRDDDTEIG-UHFFFAOYSA-N,313.15,test_one,dibutyl ether,1-hexene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.11.017.xml#3#T#313.2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,313.15,test_one,2-methyl-1-propanol,isopropyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.11.014.xml#4#T#313.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,313.15,train,1-propanol,benzene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.08.001.xml#8#T#313.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,FXHOOIRPVKKKFG-UHFFFAOYSA-N,313.15,train,ethanol,"N,N-dimethylacetamide",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je00840e.xml#10#T#313.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,313.15,train,n-butyl alcohol,toluene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2004.07.012.xml#5#T#313.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,FJBFPHVGVWTDIP-UHFFFAOYSA-N,313.15,test_one,1-propanol,dibromomethane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2004.07.012.xml#9#T#313.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,WSLDOOZREJYCGB-UHFFFAOYSA-N,313.15,train,1-propanol,"1,2-dichloroethane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je00840e.xml#9#T#313.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,313.15,train,n-butyl alcohol,cyclohexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2015.09.035.xml#0#T#313.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,JYVLIDXNZAXMDK-YFKPBYRVSA-N,313.15,train,cyclohexane,2-pentanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je900530f.xml#5#T#313.2,VLKZOEOYAKHREP-UHFFFAOYSA-N,JYVLIDXNZAXMDK-YFKPBYRVSA-N,313.15,train,hexane,2-pentanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je900530f.xml#6#T#313.2,MSXVEPNJUHWQHW-UHFFFAOYSA-N,VLKZOEOYAKHREP-UHFFFAOYSA-N,313.15,train,2-methyl-2-butanol,hexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je201284y.xml#7#T#313.2,BTANRVKWQNVYAZ-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,313.15,train,butan-2-ol,cyclohexane,0.0,0.0,0.0,0.0,0.0,,,,0.0
je201284y.xml#9#T#313.2,BTANRVKWQNVYAZ-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,313.15,train,butan-2-ol,isooctane,0.0,0.0,0.0,0.0,0.0,,,,0.0
je201284y.xml#8#T#313.2,BTANRVKWQNVYAZ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,313.15,train,butan-2-ol,toluene,0.0,0.0,0.0,0.0,0.0,,,,0.0
je900977e.xml#3#T#313.2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,313.15,train,2-propanol,benzene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je201284y.xml#6#T#313.2,BTANRVKWQNVYAZ-UHFFFAOYSA-N,IMNFDUFMRHMDMM-UHFFFAOYSA-N,313.15,train,butan-2-ol,heptane,0.0,0.0,0.0,0.0,0.0,,,,0.0
je201284y.xml#10#T#313.2,BTANRVKWQNVYAZ-UHFFFAOYSA-N,SNRUBQQJIBEYMU-UHFFFAOYSA-N,313.15,test_one,butan-2-ol,n-dodecane,0.0,0.0,0.0,0.0,0.0,,,,0.0
je900050z.xml#7#T#313.2,MSXVEPNJUHWQHW-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,313.15,train,2-methyl-2-butanol,cyclohexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.07.004.xml#3#T#313.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,313.15,train,1-butanol,isopropyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.07.004.xml#6#T#313.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,313.15,train,benzene,isopropyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.07.004.xml#4#T#313.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,313.15,train,1-butanol,benzene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je500092v.xml#6#T#313.2,LIKMAJRDDDTEIG-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,313.15,train,1-hexene,N-methyl-2-pyrrolidone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2013.04.003.xml#3#T#313.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,LIKMAJRDDDTEIG-UHFFFAOYSA-N,313.15,train,n-butanol,1-hexene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.10.016.xml#7#T#313.2,IMNFDUFMRHMDMM-UHFFFAOYSA-N,JYVLIDXNZAXMDK-YFKPBYRVSA-N,313.15,train,n-heptane,2-pentanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2015.09.035.xml#3#T#313.2,YXFVVABEGXRONW-UHFFFAOYSA-N,JYVLIDXNZAXMDK-YFKPBYRVSA-N,313.15,train,toluene,2-pentanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7005488.xml#0#T#313.2,LIKMAJRDDDTEIG-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,313.15,test_one,1-hexene,tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.11.005.xml#4#T#313.2,AMQJEAYHLZJPGS-UHFFFAOYSA-N,IMNFDUFMRHMDMM-UHFFFAOYSA-N,313.15,test_one,pentan-1-ol,heptane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.02.018.xml#3#T#313.2,BTANRVKWQNVYAZ-BYPYZUCNSA-N,LIKMAJRDDDTEIG-UHFFFAOYSA-N,313.15,train,2-butanol,1-hexene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je034259j.xml#18#T#313.2,JPOXNPPZZKNXOV-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,313.15,test_one,bromochloromethane,ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.11.005.xml#1#T#313.2,AMQJEAYHLZJPGS-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,313.15,test_one,pentan-1-ol,isooctane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2013.01.020.xml#12#T#313.2,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,313.15,test_one,"2,3-dimethylbutane",methyl isopropyl ketone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je034259j.xml#16#T#313.2,FJBFPHVGVWTDIP-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,313.15,test_one,dibromomethane,ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je800530u.xml#7#T#313.2,SJRJJKPEHAURKC-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,313.15,train,N-methylmorpholine,water,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
j.fluid.2005.11.017.xml#4#T#313.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,313.15,test_one,benzene,2-methyl-1-propanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je060359o.xml#5#T#313.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,FXNDIJDIPNCZQJ-UHFFFAOYSA-N,313.16,train,2-methyl-2-propanol,"2,4,4-trimethyl-1-pentene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2011.08.009.xml#5#T#313.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,313.17,train,1-propanol,water,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
j.fluid.2008.01.030.xml#9#T#317.3,QMMFVYPAHWMCMS-UHFFFAOYSA-N,IAQRGUVFOMOMEM-ONEGZZNKSA-N,317.3,train,2-thiapropane,trans-2-butene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je901026b.xml#13#T#318.1,NHTMVDHEPJAVLT-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,318.13,train,"pentane, 2,2,4-trimethyl-",tert-amyl methyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je901026b.xml#9#T#318.1,DKGAVHZHDRPRBM-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,318.13,train,tert-butanol,tert-amyl methyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je200279q.xml#6#T#318.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,318.15,train,propan-1-ol,"pentane, 2,2,4-trimethyl-",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
je800896m.xml#5#T#318.4,IJDNQMDRQITEOD-UHFFFAOYSA-N,RAOIDOHSFRTOEL-UHFFFAOYSA-N,318.35,test_one,butane,tetrahydrothiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je8004672.xml#6#T#318.4,LRHPLDYGYMQRHN-UHFFFAOYSA-N,IJDNQMDRQITEOD-UHFFFAOYSA-N,318.35,train,1-butanol,butane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je800896m.xml#8#T#318.4,RAOIDOHSFRTOEL-UHFFFAOYSA-N,IAQRGUVFOMOMEM-ONEGZZNKSA-N,318.35,test_one,tetrahydrothiophene,trans-2-butene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0342421.xml#9#T#323.0,CSCPPACGZOOCGX-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,323.0,test_one,propanone,tert-butyl ethyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7003947.xml#9#T#323.1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,IJDNQMDRQITEOD-UHFFFAOYSA-N,323.12,train,ethanol,butane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
je0603022.xml#14#T#323.2,YTPLMLYBLZKORZ-UHFFFAOYSA-N,LIKMAJRDDDTEIG-UHFFFAOYSA-N,323.15,train,thiophene,1-hexene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je100019r.xml#2#T#323.2,CTQNGGLPUBDAKN-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,323.15,test_one,"1,2-dimethylbenzene",dibutyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.11.013.xml#4#T#323.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,DKMROQRQHGEIOW-UHFFFAOYSA-N,323.15,test_one,ethanoic acid,diethyl butanedioate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#5#T#323.2,YKYONYBAUNKHLG-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,323.15,train,propyl ethanoate,ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je034253u.xml#4#T#323.2,GOOHAUXETOMSMM-UHFFFAOYSA-N,AFABGHUZZDYHJO-UHFFFAOYSA-N,323.15,train,epoxypropane,2-methylpentane,0.0,0.0,0.0,0.0,0.0,,,,0.0
je900050z.xml#8#T#323.2,XDTMQSROBMDMFD-UHFFFAOYSA-N,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,323.15,test_one,cyclohexane,1-hexanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.10.001.xml#9#T#323.2,CSCPPACGZOOCGX-UHFFFAOYSA-N,FSGHEPDRMHVUCQ-UHFFFAOYSA-N,323.15,train,propanone,2-ethoxypropene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je101131x.xml#2#T#323.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,YKYONYBAUNKHLG-UHFFFAOYSA-N,323.15,test_one,acetic acid,propyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#7#T#323.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,323.15,train,1-propanol,ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#3#T#323.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,323.15,train,ethanol,ethyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#15#T#323.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,YKYONYBAUNKHLG-UHFFFAOYSA-N,323.15,train,1-propanol,propyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.05.016.xml#13#T#323.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,BDERNNFJNOPAEC-UHFFFAOYSA-N,323.15,train,ethanol,1-propanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.05.031.xml#5#T#323.2,QTBSBXVTEAMEQO-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,323.15,test_one,acetic acid,ethyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0603022.xml#10#T#323.2,YTPLMLYBLZKORZ-UHFFFAOYSA-N,VLKZOEOYAKHREP-UHFFFAOYSA-N,323.15,train,thiophene,hexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je060460t.xml#7#T#323.2,VLKZOEOYAKHREP-UHFFFAOYSA-N,LJSQFQKUNVCTIA-UHFFFAOYSA-N,323.15,test_one,hexane,3-thiapentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2008.02.021.xml#9#T#323.2,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,323.15,test_one,2-octanone,1-hexanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2008.02.021.xml#14#T#323.2,HPXRVTGHNJAIIH-UHFFFAOYSA-N,JHIVVAPYMSGYDF-UHFFFAOYSA-N,323.15,train,cyclohexanol,cyclohexanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.11.014.xml#2#T#323.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,DKMROQRQHGEIOW-UHFFFAOYSA-N,323.15,train,ethanol,diethyl butanedioate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7003947.xml#12#T#323.2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,IJDNQMDRQITEOD-UHFFFAOYSA-N,323.175,train,2-propanol,butane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je7003947.xml#14#T#323.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,IJDNQMDRQITEOD-UHFFFAOYSA-N,323.21,train,2-methyl-2-propanol,butane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2008.03.017.xml#14#T#328.2,MLRVZFYXUZQSRU-UHFFFAOYSA-N,WNXJIVFYUVYPPR-UHFFFAOYSA-N,328.15,test_one,1-chlorohexane,"1,3-dioxolane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2008.03.017.xml#16#T#328.2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,MLRVZFYXUZQSRU-UHFFFAOYSA-N,328.15,train,"1,4-dioxane",1-chlorohexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je049816w.xml#9#T#328.3,CSCPPACGZOOCGX-UHFFFAOYSA-N,DHKHKXVYLBGOIT-UHFFFAOYSA-N,328.3,test_one,propanone,"1,1-diethoxyethane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050062a.xml#9#T#330.0,AFABGHUZZDYHJO-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,330.0,test_one,2-methylpentane,3-methyl-2-butanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.05.024.xml#7#T#330.0,KFZMGEQAYNKOFK-UHFFFAOYSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,330.0,train,2-propanol,4-methyl-2-pentanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.10.016.xml#11#T#330.0,KFZMGEQAYNKOFK-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,330.0,test_one,2-propanol,3-methyl-2-butanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.10.016.xml#13#T#330.0,NHTMVDHEPJAVLT-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,330.0,test_one,"2,2,4-trimethylpentane",3-methyl-2-butanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050062a.xml#11#T#330.0,AFABGHUZZDYHJO-UHFFFAOYSA-N,MXLMTQWGSQIYOW-RXMQYKEDSA-N,330.0,train,2-methylpentane,3-methyl-2-butanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050062a.xml#13#T#330.0,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,MXLMTQWGSQIYOW-RXMQYKEDSA-N,330.0,test_one,3-methyl-2-butanone,3-methyl-2-butanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2007.10.016.xml#15#T#330.0,KFZMGEQAYNKOFK-UHFFFAOYSA-N,NHTMVDHEPJAVLT-UHFFFAOYSA-N,330.0,train,2-propanol,"2,2,4-trimethylpentane",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
j.jct.2011.09.007.xml#14#T#330.0,NHTMVDHEPJAVLT-UHFFFAOYSA-N,HXVNBWAKAOHACI-UHFFFAOYSA-N,330.0,train,isooctane,diisopropyl ketone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2011.09.007.xml#12#T#330.0,KFZMGEQAYNKOFK-UHFFFAOYSA-N,HXVNBWAKAOHACI-UHFFFAOYSA-N,330.0,train,2-propanol,diisopropyl ketone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.01.016.xml#0#T#330.0,KPSSIOMAKSHJJG-UHFFFAOYSA-N,PJGSXYOJTGTZAV-UHFFFAOYSA-N,330.0,train,"2,2-dimethyl-1-propanol","3,3-dimethyl-2-butanone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.01.016.xml#2#T#330.0,KPSSIOMAKSHJJG-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,330.0,train,"2,2-dimethyl-1-propanol","1,1-dimethylethyl methyl ether",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.06.017.xml#7#T#333.2,SECXISVLQFMRJM-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,333.15,train,N-methyl-2-pyrrolidone,methyl tert-butyl ether,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2005.10.001.xml#11#T#333.2,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,FSGHEPDRMHVUCQ-UHFFFAOYSA-N,333.15,train,butanone,2-ethoxypropene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.jct.2004.11.007.xml#15#T#333.2,CSCPPACGZOOCGX-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,333.15,train,propanone,N-methyl-2-pyrrolidone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0302349.xml#7#T#333.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,ABDKAPXRBAPSQN-UHFFFAOYSA-N,333.15,test_one,2-methyl-2-propanol,o-dimethoxybenzene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#14#T#333.2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,OFBQJSOFQDEBGM-UHFFFAOYSA-N,333.15,train,1-butanol,n-pentane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je800535c.xml#12#T#333.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,VFWCMGCRMGJXDK-UHFFFAOYSA-N,333.15,train,ethanol,1-chlorobutane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2016.10.024.xml#3#T#333.2,CSCPPACGZOOCGX-UHFFFAOYSA-N,BTANRVKWQNVYAZ-BYPYZUCNSA-N,333.15,train,2-propanone,2-butanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0302349.xml#6#T#333.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,LHGVFZTZFXWLCP-UHFFFAOYSA-N,333.15,train,2-methyl-2-propanol,o-methoxyphenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je800535c.xml#14#T#333.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,333.15,train,ethanol,acetonitrile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400814n.xml#0#T#333.2,JOOXCMJARBKPKM-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,333.15,train,4-oxopentanoic acid,water,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je501019y.xml#1#T#333.2,PEDCQBHIVMGVHV-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,333.15,test_one,glycerol,2-propanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.03.026.xml#0#T#333.2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,333.15,train,ethanol,"ether, methyl tert-pentyl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.03.012.xml#8#T#333.2,IVSZLXZYQVIEFR-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,333.15,train,"1,3-dimethylbenzene",toluene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.03.012.xml#2#T#333.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,333.15,train,benzene,toluene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050316s.xml#34#T#333.2,YXFVVABEGXRONW-UHFFFAOYSA-N,PAFZNILMFXTMIY-UHFFFAOYSA-N,333.15,train,toluene,cyclohexylamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0499519.xml#6#T#333.2,BDERNNFJNOPAEC-UHFFFAOYSA-N,XXROGKLTLUQVRX-UHFFFAOYSA-N,333.15,train,1-propanol,2-propenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.07.025.xml#6#T#333.2,BTANRVKWQNVYAZ-BYPYZUCNSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-N,333.15,test_one,2-butanol,butyric acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2009.03.012.xml#5#T#333.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,333.15,train,benzene,N-methylmethanamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
